,AREA TERRITORIAL,CODIGO CENTRO,TIPO DE CENTRO,CENTRO,DOMICILIO,MUNICIPIO,DISTRITO MUNICIPAL,COD. POSTAL,TELEFONO,FAX,EMAIL,EMAIL2,TITULARIDAD,TIPO,latitudes,longitudes,calle
103,Madrid-Capital,28044355,EEI,EL SOL,"Calle De Enrique Jardiel Poncela, 8 ",Madrid,Chamartín,28016,913532644,913532647,eei.elsol.madrid@educa.madrid.org,-,Público,Primaria,40.4608138,-3.6696593,"Calle De Enrique Jardiel Poncela, 8 "
104,Madrid-Sur,28043946,EEI,EL SOTO,"Avenida Iker Casillas, 23 ",Móstoles,-,28935,916131690,-,eei.elsoto.mostoles@educa.madrid.org,soto@educainfantilmostoles.org,Público,Primaria,40.4138621,-3.8823781,"Avenida Iker Casillas, 23 "
105,Madrid-Capital,28047915,EEI,EL SUR,"Calle De Cifuentes, 12 ",Madrid,Villaverde,28021,917983944,917979754,eei.elsur.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle De Cifuentes, 12 "
106,Madrid-Este,28044008,EEI,EL TAMBOR,"Calle Gustavo Adolfo Bécquer, S/n ",San Fernando de Henares,-,28830,916690204,916737699,eei.eltambor.sanfernando@educa.madrid.org,-,Público,Primaria,40.4287525,-3.5265635,Calle Gustavo Adolfo Bécquer  
107,Madrid-Oeste,28043818,EEI,EL TOMILLAR,"Calle Carretera Torrelodones, 25 ",Torrelodones,-,28250,918592893,918596420,eei.eltomillar.torrelodones@educa.madrid.org,escuela@escuelaeltomillar.com,Público,Primaria,40.62171335,-3.905885770541662,"Calle Carretera Torrelodones, 25 "
108,Madrid-Capital,28070354,EEI,EL TREBOL,"Calle De Tristana, 2 ",Madrid,Puente de Vallecas,28018,917772208,-,eei.eltrebol.madrid@educa.madrid.org,direccion.eieltrebol@grupo5.net,Público,Primaria,N/A,N/A,"Calle De Tristana, 2 "
109,Madrid-Capital,28079102,EEI,EL TREN DE ARGANDA,"Plaza Del Doctor Laguna, 11 ",Madrid,Retiro,28009,-,-,-,-,Público,Primaria,40.414642900000004,-3.673076273209218,"Plaza Del Doctor Laguna, 11 "
110,Madrid-Capital,28068271,EEI,EL TREN DE LA FRESA,"Calle De Ramírez De Prado, 6 ",Madrid,Arganzuela,28045,915399458,-,eei.trendelafresa.madrid@educa.madrid.org,-,Público,Primaria,40.3990828,-3.6883677795568217,"Calle De Ramírez De Prado, 6 "
111,Madrid-Capital,28043685,EEI,EL VALLE,"Avenida Del Valle, 22 ",Madrid,Chamberí,28003,915530388,915530388,eei.elvalle.madrid@educa.madrid.org,-,Público,Primaria,40.4447828,-3.7148308,"Avenida Del Valle, 22 "
112,Madrid-Capital,28079011,EEI,ELENA FORTUN,"Avenida De Monasterio De Silos, 57 ",Madrid,Fuencarral-El Pardo,28049,-,-,eei.elenafortun.madrid@educa.madrid.org,-,Público,Primaria,40.5037656,-3.7109163,"Avenida De Monasterio De Silos, 57 "
113,Madrid-Capital,28080116,EEI,ESCUELA INFANTIL BASE MILITAR EL GOLOSO,"Carretera M-607 Colmenar Viejo, K17,5 ",Madrid,Fuencarral-El Pardo,28790,-,-,-,-,Público,Primaria,N/A,N/A,"Carretera M-607 Colmenar Viejo, K17,5 "
114,Madrid-Capital,28073379,EEI,ESCUELAS DE SAN ANTON,"Calle De La Farmacia, 13 ",Madrid,Centro,28004,915325557,-,eei.escuelasdesananton.madrid@educa.madrid.org,ei.centro5@hotmail.com,Público,Primaria,40.4239401,-3.6997382,"Calle De La Farmacia, 13 "
115,Madrid-Capital,28046212,EEI,EXTREMADURA,"Calle De La Esfinge, 90 ",Madrid,San Blas-Canillejas,28022,913201869,913201869,eei.extremadura.madrid@educa.madrid.org,-,Público,Primaria,40.4398035,-3.6074161,"Calle De La Esfinge, 90 "
116,Madrid-Sur,28065358,EEI,FABULAS Y LEYENDAS,"Calle Nueva York, 12 ",Móstoles,-,28938,647521218,-,eei.fabulasyleyendas.mostoles@educa.madrid.org,fabulasyleyendas@kidsco.es,Público,Primaria,40.3161002,-3.8574794,"Calle Nueva York, 12 "
117,Madrid-Este,28046081,EEI,FANTASIA,"Calle Rosalía De Castro, 5 ",San Martín de la Vega,-,28330,918946565,918946565,eei.fantasia.sanmartindelavega@educa.madrid.org,-,Público,Primaria,40.2063856,-3.5772385,"Calle Rosalía De Castro, 5 "
118,Madrid-Capital,28071942,EEI,FERNANDO EL CATOLICO,"Calle De Fernando El Católico, 16 B ",Madrid,Chamberí,28015,914456792,-,eei.fernandoelcatolico.madrid@educa.madrid.org,-,Público,Primaria,40.4342951,-3.717938,"Calle De Fernando El Católico, 16 B "
119,Madrid-Sur,28043855,EEI,FORTUNA,"Calle Faro, 1 ",Leganés,-,28917,916197568,916129096,eei.fortuna.leganes@educa.madrid.org,-,Público,Primaria,40.3577362,-3.7851834,"Calle Faro, 1 "
120,Madrid-Norte,28072341,EEI,FUENTELUCHA,"Avenida De La Ilusión, 20 ",Alcobendas,-,28100,911722892,-,eei.fuentelucha.alcobendas@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Avenida De La Ilusión, 20 "
121,Madrid-Capital,28062631,EEI,GAIA,"Calle De Mérida, 23 ",Madrid,Moratalaz,28030,917725080,917724216,eei.gaia.madrid@educa.madrid.org,http://www.escuelagaia.org,Público,Primaria,40.40698525,-3.63382148409469,"Calle De Mérida, 23 "
122,Madrid-Este,28047745,EEI,GALATEA,"Calle Fuente Del Sol, 85 ",Alcalá de Henares,-,28803,918808570,918808714,eei.galatea.alcala@educa.madrid.org,-,Público,Primaria,40.4724314,-3.367172,"Calle Fuente Del Sol, 85 "
123,Madrid-Sur,28047629,EEI,GALLIPATOS,"Avenida De Nuevo Versalles, 14 ",Fuenlabrada,-,28942,916893282,916893282,eei.gallipatos.fuenlabrada@educa.madrid.org,olga.royo@madrid.org,Público,Primaria,40.3002121,-3.8292883,"Avenida De Nuevo Versalles, 14 "
124,Madrid-Capital,28071978,EEI,GIGANTES Y CABEZUDOS,"Calle De Rafael Bergamín, 28 ",Madrid,Ciudad Lineal,28043,678207806,-,eei.gigantesycabezudos.madrid@educa.madrid.org,-,Público,Primaria,40.45028815,-3.6596488080797975,"Calle De Rafael Bergamín, 28 "
125,Madrid-Norte,28049110,EEI,GLORIA FUERTES,"Avenida De España, S/n ",Soto del Real,-,28791,918476915,918476915,eei.gloriafuertes.soto@educa.madrid.org,eigloriafuertes@gmail.com,Público,Primaria,40.7546118,-3.7872715,Avenida De España  
126,Madrid-Este,28048610,EEI,GLORIA FUERTES,"Calle León Felipe, 24 ",Arganda del Rey,-,28500,910499220,910499220,eei.gloriafuertes.arganda@educa.madrid.org,-,Público,Primaria,40.2995683,-3.4481969,"Calle León Felipe, 24 "
127,Madrid-Sur,28048634,EEI,GLORIA FUERTES,"Calle De Las Islas Cíes, 2 ",Alcorcón,-,28924,916128962,916128962,eei.gloriafuertes.alcorcon@educa.madrid.org,-,Público,Primaria,40.3449572,-3.8098388,"Calle De Las Islas Cíes, 2 "
128,Madrid-Este,28047435,EEI,GRIMM,"Calle Aloe, S/n ",Rivas-Vaciamadrid,-,28522,916665837,916662488,eei.grimm.rivas@educa.madrid.org,cm.eei.grimm@gmail.com,Público,Primaria,36.4635133,-5.0413245,Calle Aloe  
129,Madrid-Capital,28047654,EEI,HIEDRA,"Calle De Amposta, 34 ",Madrid,San Blas-Canillejas,28037,913062533,-,eei.hiedra.madrid@educa.madrid.org,escuelahiedra@gmail.com,Público,Primaria,40.4245925,-3.6203532,"Calle De Amposta, 34 "
130,Madrid-Sur,28064111,EEI,JACARANDA,"Calle Libertad, 108 ",Valdemoro,-,28341,918014607,-,eei.jacaranda.valdemoro@educa.madrid.org,-,Público,Primaria,40.190536449999996,-3.6892904926943313,"Calle Libertad, 108 "
131,Madrid-Sur,28044173,EEI,JARDINES DE ARANJUEZ,"Calle Del Primero De Mayo, 3 ",Aranjuez,-,28300,918917960,918917960,eei.jardinesdearanjuez.aranjuez@educa.madrid.org,-,Público,Primaria,40.0338932,-3.5927489,"Calle Del Primero De Mayo, 3 "
132,Madrid-Sur,28043843,EEI,JEROMIN,"Calle Río Gallego, 9 ",Leganés,-,28913,916807378,916807378,eei.jeromin.leganes@educa.madrid.org,escuelaiinfantiljeromin@gmail.com,Público,Primaria,40.3337592,-3.7678888,"Calle Río Gallego, 9 "
133,Madrid-Sur,28043934,EEI,JOAN MIRO,"Calle París, 7 ",Móstoles,-,28938,916454994,916454994,eei.joanmiro.mostoles@educa.madrid.org,miro@educainfantilmostoles.org,Público,Primaria,40.0625937,-3.5982894,"Calle París, 7 "
134,Madrid-Sur,28072405,EEI,JUAN FARIAS,"Calle Toledo, 18 ",Villaviciosa de Odón,-,28670,916161281,916161281,eei.juanfarias.villaviciosa@educa.madrid.org,eijuanfarias@geinfantiles.com,Público,Primaria,40.45371745,-3.4852096146836518,"Calle Toledo, 18 "
135,Madrid-Oeste,28066193,EEI,JUAN RAMON JIMENEZ,"Calle Ramón Y Cajal, 5 ","Rozas de Madrid, Las",-,28232,916405552,-,eei.juanramonjimenez.lasrozas@educa.madrid.org,eijuanramonjimenez@geinfantiles.com,Público,Primaria,40.42643445,-3.5348477974594994,"Calle Ramón Y Cajal, 5 "
136,Madrid-Este,28068360,EEI,JUAN SIN MIEDO,"Avenida Constitución, 217 ",Torrejón de Ardoz,-,28850,674334738,-,eei.juansinmiedo.torrejondeardoz@educa.madrid.org,-,Público,Primaria,40.4251082,-3.5333745,"Avenida Constitución, 217 "
137,Madrid-Sur,28070342,EEI,JUANA LLANDRES,"Calle San Isidro, S/n ",Sevilla la Nueva,-,28609,918130787,-,eei.juanallandres.sevilla@educa.madrid.org,-,Público,Primaria,40.3476966,-4.0254465,Calle San Isidro  
138,Madrid-Sur,28074013,EEI,KOALA,"Avenida De María Guerrero, 161 ",Leganés,-,28919,916861031,-,eei.koala.leganes@educa.madrid.org,koala@kidsco.es,Público,Primaria,40.34342085,-3.739211192789666,"Avenida De María Guerrero, 161 "
139,Madrid-Sur,28058159,EEI,LA ALAMEDA,"Calle De Concepción Arenal, 15 ",Fuenlabrada,-,28942,914869995,-,eei.numeroocho.fuenlabrada@educa.madrid.org,direccion.eilaalameda@grupo5.net,Público,Primaria,40.2929311,-3.8401524,"Calle De Concepción Arenal, 15 "
140,Madrid-Capital,28063015,EEI,LA ALDEA,"Calle Principal, 4 ",Madrid,Villaverde,28021,917956270,917956270,eei.laaldea.madrid@educa.madrid.org,escuelainfantillaaldea@hotmail.com,Público,Primaria,40.5909484,-4.044253606826619,"Calle Principal, 4 "
141,Madrid-Capital,28072031,EEI,LA ALEGRIA DE LA HUERTA,"Calle De Helsinki, 2 ",Madrid,San Blas-Canillejas,28022,608301002,-,eei.laalegriadelahuerta.madrid@educa.madrid.org,eeilaalegriadelahuerta@gmail.com,Público,Primaria,40.42448465,-3.602199147973618,"Calle De Helsinki, 2 "
142,Madrid-Capital,28043429,EEI,LA ALMUDENA,"Calle De Motilla Del Palancar, 19 ",Madrid,Hortaleza,28043,913003078,917590884,eei.laalmudena.madrid@educa.madrid.org,-,Público,Primaria,40.4653035,-3.6341247,"Calle De Motilla Del Palancar, 19 "
143,Madrid-Capital,28078961,EEI,LA ARDILLA,Calle Príncipe Carlos C/v Pintor Ignacio Zuluaga ,Madrid,Hortaleza,28050,-,-,eei.laardilla.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,Calle Príncipe Carlos C/v Pintor Ignacio Zuluaga 
144,Madrid-Capital,28078973,EEI,LA BOLA DE CRISTAL,"Calle De Las Islas Bisagos, 13 ",Madrid,Moncloa-Aravaca,28039,-,-,eei.laboladecristal.madrid@educa.madrid.org,-,Público,Primaria,40.4678515,-3.7155359,"Calle De Las Islas Bisagos, 13 "
145,Madrid-Capital,28067689,EEI,LA BRISA,"Calle Vía Límite, S/n ",Madrid,Tetuán,28029,913449875,913449875,eei.numerocuatro-tetuan.madrid@educa.madrid.org,-,Público,Primaria,40.4723085,-3.6990305,Calle Vía Límite  
146,Madrid-Capital,28080402,EEI,LA BRUJA AVERÍA-LOLO RICO,"Calle De Rodas, 20 ",Madrid,Centro,28005,-,-,eei.labrujaaveria.madrid@educa.madrid.org,-,Público,Primaria,40.0629613,-3.5986532,"Calle De Rodas, 20 "
147,Madrid-Norte,28047071,EEI,LA CABRERA,"Calle De Paraguay, 17 ","Cabrera, La",-,28751,918688512,918688512,cn.lacabrera@educa.madrid.org,nieves.santamaria@madrid.org,Público,Primaria,40.8671826,-3.6147584,"Calle De Paraguay, 17 "
148,Madrid-Este,28048762,EEI,LA CANDELARIA,"Calle Abedul, 1 ",Ajalvir,-,28864,918844380,918844380,cn.candelaria.ajalvir@educa.madrid.org,-,Público,Primaria,40.5366276,-3.4762773,"Calle Abedul, 1 "
149,Madrid-Este,28044197,EEI,LA CAÑADA,"Avenida De Berlín, 25 ",Coslada,-,28822,916733886,916733886,eei.lacanada.coslada@educa.madrid.org,-,Público,Primaria,40.4179473,-3.5434045,"Avenida De Berlín, 25 "
150,Madrid-Este,28046935,EEI,LA CAÑADA DE ARDOZ,"Calle Cañada, 52 ",Torrejón de Ardoz,-,28850,916776716,916776716,eei.lacanada.torrejondeardoz@educa.madrid.org,rosa.santamaria@madrid.org,Público,Primaria,40.7295087,-3.8568767,"Calle Cañada, 52 "
151,Madrid-Capital,28043788,EEI,LA CARACOLA,"Calle De Belorado, 1 ",Madrid,Fuencarral-El Pardo,28034,913341938,-,eei.lacaracola.madrid@educa.madrid.org,escuelacaracola@gmail.com,Público,Primaria,N/A,N/A,"Calle De Belorado, 1 "
152,Madrid-Norte,28046984,EEI,LA CHOPERA,"Calle Del Pintor Velázquez, 38 ",Alcobendas,-,28100,916617508,916597676,eei.lachopera.alcobendas@educa.madrid.org,-,Público,Primaria,40.5407899,-3.6436666,"Calle Del Pintor Velázquez, 38 "
153,Madrid-Capital,28071841,EEI,LA CHULAPONA,"Calle De Bahía De Palma, 13 ",Madrid,Barajas,28042,913122028,913121392,eei.lachulapona.madrid@educa.madrid.org,eilachulapona@arcinature.com,Público,Primaria,40.4623845,-3.5916951,"Calle De Bahía De Palma, 13 "
154,Madrid-Este,28070925,EEI,LA CIGARRA Y LA HORMIGA,"Calle Telémaco, S/n ",Torrejón de Ardoz,-,28850,914953153,-,eei.lacigarraylahormiga.torrejondeardoz@educa.madrid.org,-,Público,Primaria,40.4477182,-3.6418567,Calle Telémaco  
155,Madrid-Oeste,28046959,EEI,LA CIGÜEÑA MARIA,"Avenida De España, 229 ","Rozas de Madrid, Las",-,28231,916345786,916345786,eei.laciguenamaria.lasrozas@educa.madrid.org,cigumaria@hotmail.com,Público,Primaria,40.4877372,-3.874193,"Avenida De España, 229 "
156,Madrid-Capital,28047484,EEI,LA COLINA,"Calle De Nuestra Señora De Araceli, 2 ",Madrid,Barajas,28042,913010167,-,eei.lacolina.madrid@educa.madrid.org,-,Público,Primaria,40.4718591,-3.5778485,"Calle De Nuestra Señora De Araceli, 2 "
157,Madrid-Sur,28070241,EEI,LA COMBA,"Calle Alcalde Pedro González González, 26 ",Leganés,-,28914,630765215,-,eei.lacomba.leganes@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle Alcalde Pedro González González, 26 "
158,Madrid-Norte,28044033,EEI,LA COMBA,"Avenida De Aragón, 1 ",San Sebastián de los Reyes,-,28702,916586846,916547064,eei.lacomba.sansebastian@educa.madrid.org,-,Público,Primaria,40.4497016,-3.5785282,"Avenida De Aragón, 1 "
159,Madrid-Este,28047526,EEI,LA COMETA,"Calle Córdoba, 2 ",Alcalá de Henares,-,28804,918832356,918832356,eei.lacometa.alcala@educa.madrid.org,-,Público,Primaria,40.487080000000006,-3.345356326504385,"Calle Córdoba, 2 "
160,Madrid-Capital,28057431,EEI,LA CORNISA,"Calle Del Cristo De La Victoria, 23 ",Madrid,Usera,28026,917920520,-,eei.lacornisa.madrid@educa.madrid.org,-,Público,Primaria,40.3808231,-3.7027488,"Calle Del Cristo De La Victoria, 23 "
161,Madrid-Capital,28071954,EEI,LA CORTE DEL FARAON,"Calle De Chantada, 41a ",Madrid,Fuencarral-El Pardo,28035,910596706,-,eei.lacortedelfaraon.madrid@educa.madrid.org,eilacortedefaraon@madrid.es,Público,Primaria,40.4731501,-3.7163963,"Calle De Chantada, 41a "
162,Madrid-Oeste,28047541,EEI,LA DEHESA,"Calle De Alfonso Xiii, 18 ","Escorial, El",-,28280,918907253,918905250,eei.ladehesa.elescorial@educa.madrid.org,cesteban2@educa.madrid.org,Público,Primaria,40.3619214,-3.9124755,"Calle De Alfonso Xiii, 18 "
163,Madrid-Capital,28072041,EEI,LA DEL MANOJO DE ROSAS,"Calle De Ravena, 12 ",Madrid,San Blas-Canillejas,28032,687417235,-,eei.ladelmanojoderosas.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle De Ravena, 12 "
164,Madrid-Capital,28071929,EEI,LA DEL SOTO DEL PARRAL,"Calle De Las Trompas, 12 ",Madrid,Latina,28054,915084790,915084790,eei.ladelsotodelparral.madrid@educa.madrid.org,-,Público,Primaria,40.3715488,-3.7638844,"Calle De Las Trompas, 12 "
165,Madrid-Oeste,28065310,EEI,LA ENCINA,"Calle Volturno, S/n ",Pozuelo de Alarcón,-,28223,915180311,915180311,eei.laencina.pozuelodealarcon@educa.madrid.org,ei.laencina@hotmail.com,Público,Primaria,40.4083763,-3.7967914,Calle Volturno  
166,Madrid-Este,28071152,EEI,LA ESPIGA,"Calle Soria, 2 ",Ajalvir,-,28864,918843964,-,eei.laespiga.ajalvir@educa.madrid.org,ajalvi@chiquitin.es,Público,Primaria,40.531656999999996,-3.4829421628662494,"Calle Soria, 2 "
167,Madrid-Este,28064287,EEI,LA FLAUTA MAGICA,"Calle Gonzalo Torrente Ballester, S/n ",Alcalá de Henares,-,28805,918020595,918026221,eei.laflautamagica.alcala@educa.madrid.org,-,Público,Primaria,40.5010245,-3.3633037,Calle Gonzalo Torrente Ballester  
168,Madrid-Norte,28046996,EEI,LA FORESTA,"Sector Foresta, 15 ",Tres Cantos,-,28760,918038201,918038201,eei.laforesta.trescantos@educa.madrid.org,-,Público,Primaria,40.6117863,-3.7087151,"Sector Foresta, 15 "
169,Madrid-Capital,28072016,EEI,LA GRAN VIA,"Calle De Silvano, 99 ",Madrid,Hortaleza,28043,913880412,-,eei.lagranvia.madrid@educa.madrid.org,-,Público,Primaria,40.4628028,-3.6344361,"Calle De Silvano, 99 "
170,Madrid-Capital,28043557,EEI,LA JARA,"Calle De Las Hijas De Jesús, 30 ",Madrid,Usera,28026,914769480,914769480,eei.lajara.madrid@educa.madrid.org,-,Público,Primaria,40.3846935,-3.7007925,"Calle De Las Hijas De Jesús, 30 "
171,Madrid-Sur,28058160,EEI,LA LINTERNA MAGICA,"Calle De Alicante, S/n ",Fuenlabrada,-,28945,916062543,914989048,eei.lalinternamagica.fuenlabrada@educa.madrid.org,carmen.munoz.leon@madrid.org,Público,Primaria,40.2893242,-3.7927106,Calle De Alicante  
172,Madrid-Norte,28048579,EEI,LA LOCOMOTORA,"Avenida De Pontevedra, 2 ",San Sebastián de los Reyes,-,28702,916547281,916521682,eei.lalocomotora.sansebastian@educa.madrid.org,-,Público,Primaria,40.5602355,-3.6267758,"Avenida De Pontevedra, 2 "
173,Madrid-Sur,28047575,EEI,LA LUNA,"Calle Campos De Castilla, S/n ",Getafe,-,28909,916848752,916848752,eei.laluna.getafe@educa.madrid.org,-,Público,Primaria,40.3640225,-3.7547563,Calle Campos De Castilla  
174,Madrid-Capital,28043791,EEI,LA LUNA,"Calle De Benimamet, 109 ",Madrid,Villaverde,28021,915051417,917951408,eei.laluna.madrid@educa.madrid.org,-,Público,Primaria,40.3448371,-3.6855771327398,"Calle De Benimamet, 109 "
175,Madrid-Oeste,28071565,EEI,LA MARAZUELA,Calle De San Juan Bautista C/v Cerro De La Paloma ,"Rozas de Madrid, Las",-,28231,626419196,-,eei.lamarazuela.lasrozas@educa.madrid.org,eilamarazuela@hotmail.es,Público,Primaria,N/A,N/A,Calle De San Juan Bautista C/v Cerro De La Paloma 
176,Madrid-Capital,28079138,EEI,LA MELONERA,"Calle De Eros, 2 ",Madrid,Arganzuela,28045,-,-,eei.lamelonera.madrid@educa.madrid.org,-,Público,Primaria,40.3937988,-3.6805924330402715,"Calle De Eros, 2 "
177,Madrid-Sur,28072077,EEI,LA MIMOSA,"Calle De La Tía Javiera, 4 ",Fuenlabrada,-,28942,918317148,917693095,eei.lamimosa.fuenlabrada@educa.madrid.org,-,Público,Primaria,40.3045291,-3.8368875,"Calle De La Tía Javiera, 4 "
178,Madrid-Sur,28047401,EEI,LA NORIA,"Avenida Francia, 22 ",Leganés,-,28916,916803486,916803486,eei.lanoria.leganes@educa.madrid.org,nuevoequipo1994@yahoo.es,Público,Primaria,40.33655465,-3.7449908954436912,"Avenida Francia, 22 "
179,Madrid-Capital,28071000,EEI,LA OLIVA,"Calle De Gainza, 46 ",Madrid,Usera,28041,915357863,-,eei.laoliva.madrid@educa.madrid.org,-,Público,Primaria,40.365411550000005,-3.7145770021088724,"Calle De Gainza, 46 "
180,Madrid-Capital,28044859,EEI,LA PALOMA,"Calle De Tabernillas, 4 ",Madrid,Centro,28005,913642491,913669006,eei.municipallapaloma.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle De Tabernillas, 4 "
181,Madrid-Capital,28043594,EEI,LA PALOMA,"Calle De Agustín García Malla, 8 ",Madrid,Villa de Vallecas,28031,913052986,913312931,eei.lapaloma.madrid@educa.madrid.org,-,Público,Primaria,40.3829843,-3.6170317,"Calle De Agustín García Malla, 8 "
182,Madrid-Capital,28071930,EEI,LA PATRIA CHICA,"Calle Del Patrimonio De La Humanidad, 31 ",Madrid,Carabanchel,28054,915116786,915082982,eei.lapatriachica.madrid@educa.madrid.org,-,Público,Primaria,N/A,N/A,"Calle Del Patrimonio De La Humanidad, 31 "
183,Madrid-Sur,28044227,EEI,LA PIÑATA,"Calle Costa Rica, 26 ",Fuenlabrada,-,28945,916979647,916979647,eei.lapinata.fuenlabrada@educa.madrid.org,pilar.ayuso@madrid.org,Público,Primaria,40.3232492,-3.7422297,"Calle Costa Rica, 26 "
184,Madrid-Capital,28043612,EEI,LA PLAZUELA,"Calle De Los Mártires De La Ventilla, 32 ",Madrid,Tetuán,28029,913150380,917334929,eei.laplazuela.madrid@educa.madrid.org,-,Público,Primaria,40.4725608,-3.6964276,"Calle De Los Mártires De La Ventilla, 32 "
185,Madrid-Capital,28048661,EEI,LA PRADERA,"Calle De Antonio Vico, 8 ",Madrid,Carabanchel,28019,914723816,914723816,eei.lapradera.madrid@educa.madrid.org,-,Público,Primaria,40.3974091,-3.7192056,"Calle De Antonio Vico, 8 "
186,Madrid-Sur,28073586,EEI,LA PRINCESA,"Calle Mediterráneo, S/n ",Alcorcón,-,28922,914214080,-,eei.laprincesa.alcorcon@educa.madrid.org,almudena.lopez.marino@madrid.org,Público,Primaria,40.3325202,-3.8372965,Calle Mediterráneo  
187,Madrid-Este,28047666,EEI,LA RAMPA,"Calle Chile, S/n ",Coslada,-,28822,916741473,916741473,eei.larampa.coslada@educa.madrid.org,-,Público,Primaria,40.4226854,-3.5488102,Calle Chile  
188,Madrid-Capital,28071863,EEI,LA REVOLTOSA,"Calle De José Antonio Rebolledo Y Palma, 18 ",Madrid,Villa de Vallecas,28031,914944330,914944330,eei.larevoltosa.madrid@educa.madrid.org,-,Público,Primaria,40.366541,-3.5895606,"Calle De José Antonio Rebolledo Y Palma, 18 "
189,Madrid-Capital,28071966,EEI,LA ROSA DEL AZAFRAN,"Calle De La Cueva De Montesinos, 2 ",Madrid,Fuencarral-El Pardo,28034,917344966,-,eei.larosadelazafran.madrid@educa.madrid.org,larosadelazafran@outlook.com,Público,Primaria,40.50053065,-3.6885048903501874,"Calle De La Cueva De Montesinos, 2 "
190,Madrid-Oeste,28068104,EEI,LA TARARA,"Calle Manuel De Falla, 33 ",Majadahonda,-,28222,916029035,916029035,eei.latarara.majadahonda@educa.madrid.org,-,Público,Primaria,40.4502699,-3.8696105,"Calle Manuel De Falla, 33 "
191,Madrid-Oeste,28047514,EEI,LA VACA FLORA ,"Calle Los Madroños, 7 ",Collado Villalba,-,28400,659179016,-,eei.lavacaflora.colladovillalba@educa.madrid.org,ei.lavacaflora@grupo5.net,Público,Primaria,40.62574505,-4.000573890879339,"Calle Los Madroños, 7 "
192,Madrid-Capital,28071917,EEI,LA VERBENA DE LA PALOMA,"Calle Del Fuerte De Navidad, 17 ",Madrid,Latina,28044,662146398,-,eei.laverbenadelapaloma.madrid@educa.madrid.org,-,Público,Primaria,40.38028955,-3.7662424994351626,"Calle Del Fuerte De Navidad, 17 "
193,Madrid-Capital,28070640,EEI,LAS AMAPOLAS,"Calle Del Óbolo, 14 ",Madrid,Carabanchel,28054,915115338,-,eei.lasamapolas.madrid@educa.madrid.org,-,Público,Primaria,40.37038735,-3.741259799771655,"Calle Del Óbolo, 14 "
194,Madrid-Oeste,28059462,EEI,LAS ARDILLAS,"Calle Señora Sergia, S/n ",Torrelodones,-,28250,918592001,918592001,eei.lasardillas.torrelodones@educa.madrid.org,m.carmen.diaz@madrid.org,Público,Primaria,40.5789646,-3.9267951,Calle Señora Sergia  
195,Madrid-Capital,28070998,EEI,LAS AZALEAS,"Calle De Portugalete, 6 ",Madrid,Ciudad Lineal,28017,914402088,-,eei.lasazaleas.madrid@educa.madrid.org,eilasazaleas@grupoclece.com,Público,Primaria,40.4453199,-3.6461905,"Calle De Portugalete, 6 "
